Kraj;Poradi;Kandidat;Jmeno1;Jmeno2;Titul1;Titul2;Titul3;Titul4;Titul5;Vek;Strana;Clen
Pardubickı;1;Andrle Sylor Augustin Karel PaedDr. Mgr.;Andrle;Sylor Augustin Karel;PaedDr.;Mgr.;;;;67;Úsvit;BEZPP
Plzeòskı;6;Bakala Roman;Bakala;Roman;;;;;;39;Úsvit;BEZPP
Královéhradeckı;14;Bakovskı Martin;Bakovskı;Martin;;;;;;27;Úsvit;BEZPP
Královéhradeckı;18;Bakovskı Zdenìk;Bakovskı;Zdenìk;;;;;;55;Úsvit;VV
Moravskoslezskı;34;Balogová Pavla;Balogová;Pavla;;;;;;42;Úsvit;BEZPP
Moravskoslezskı;12;Baran Oldøich Ing.;Baran;Oldøich;Ing.;;;;;66;Úsvit;BEZPP
Støedoèeskı;16;Baránek Jiøí;Baránek;Jiøí;;;;;;30;Úsvit;BEZPP
Libereckı;13;Baroch František;Baroch;František;;;;;;52;Úsvit;BEZPP
Jihomoravskı;17;Bárta Petr Ing.;Bárta;Petr;Ing.;;;;;49;Úsvit;BEZPP
Plzeòskı;1;Bárta Vít JUDr.;Bárta;Vít;JUDr.;;;;;39;Úsvit;VV
Libereckı;15;Bartoò Jan;Bartoò;Jan;;;;;;40;Úsvit;BEZPP
Olomouckı;11;Bartonìk Pavel;Bartonìk;Pavel;;;;;;34;Úsvit;BEZPP
Pardubickı;13;Bašík Jiøí;Bašík;Jiøí;;;;;;25;Úsvit;BEZPP
Plzeòskı;20;Bayerová Lydie;Bayerová;Lydie;;;;;;59;Úsvit;VV
Støedoèeskı;5;Bìlková Marta DiS.;Bìlková;Marta;DiS.;;;;;38;Úsvit;BEZPP
Hl. m. Praha;20;Benek Vítìzslav;Benek;Vítìzslav;;;;;;51;Úsvit;BEZPP
Pardubickı;11;Beneš Zdenìk;Beneš;Zdenìk;;;;;;62;Úsvit;BEZPP
Moravskoslezskı;28;Berger Stanislav;Berger;Stanislav;;;;;;52;Úsvit;BEZPP
Pardubickı;4;Bezák Jiøí;Bezák;Jiøí;;;;;;53;Úsvit;BEZPP
Moravskoslezskı;5;Bièánová Drahomíra Mgr.;Bièánová;Drahomíra;Mgr.;;;;;48;Úsvit;BEZPP
Støedoèeskı;3;Bidenko Georgi;Bidenko;Georgi;;;;;;35;Úsvit;Úsvit
Zlínskı;2;Bídová Libuše Mgr.;Bídová;Libuše;Mgr.;;;;;37;Úsvit;BEZPP
Olomouckı;4;Bílı Jiøí Doc. JUDr. Ph.D.;Bílı;Jiøí;doc.;JUDr.;Ph.D.;;;61;Úsvit;M
Ústeckı;2;Bláha Jiøí;Bláha;Jiøí;;;;;;27;Úsvit;BEZPP
Ústeckı;17;Bláha Tomáš;Bláha;Tomáš;;;;;;24;Úsvit;BEZPP
Jihoèeskı;8;Blaek Michal Bc.;Blaek;Michal;Bc.;;;;;39;Úsvit;BEZPP
Jihomoravskı;27;Blaek Zdenìk Denis Mgr.;Blaek;Zdenìk Denis;Mgr.;;;;;62;Úsvit;BEZPP
Pardubickı;3;Boštík Vladimír;Boštík;Vladimír;;;;;;53;Úsvit;BEZPP
Hl. m. Praha;3;Brandeisová Soòa;Brandeisová;Soòa;;;;;;70;Úsvit;BEZPP
Zlínskı;4;Bravenec Jan Ing.;Bravenec;Jan;Ing.;;;;;54;Úsvit;BEZPP
Jihoèeskı;18;Brázdová Libuše;Brázdová;Libuše;;;;;;61;Úsvit;BEZPP
Jihoèeskı;22;Brych Jaromír;Brych;Jaromír;;;;;;42;Úsvit;BEZPP
Jihomoravskı;22;Brychta Josef;Brychta;Josef;;;;;;51;Úsvit;BEZPP
Moravskoslezskı;11;Buèek Milan;Buèek;Milan;;;;;;50;Úsvit;M
Ústeckı;20;Bušo Martin;Bušo;Martin;;;;;;25;Úsvit;BEZPP
Karlovarskı;8;Cekota Pavel Bc.;Cekota;Pavel;Bc.;;;;;37;Úsvit;BEZPP
Støedoèeskı;20;Centeková Lenka;Centeková;Lenka;;;;;;44;Úsvit;BEZPP
Jihomoravskı;18;Cigánek Jan;Cigánek;Jan;;;;;;48;Úsvit;BEZPP
Hl. m. Praha;24;Èapek Jiøí;Èapek;Jiøí;;;;;;36;Úsvit;BEZPP
Moravskoslezskı;35;Èedroò Tomáš;Èedroò;Tomáš;;;;;;33;Úsvit;OBÈ_2011
Vysoèina;7;Èermák Vladimír;Èermák;Vladimír;;;;;;37;Úsvit;BEZPP
Jihomoravskı;13;Èerná Bronislava;Èerná;Bronislava;;;;;;52;Úsvit;BEZPP
Olomouckı;22;Èernoch Jaroslav;Èernoch;Jaroslav;;;;;;47;Úsvit;BEZPP
Støedoèeskı;2;Èernoch Marek;Èernoch;Marek;;;;;;44;Úsvit;Úsvit
Støedoèeskı;26;Èernochová Alena;Èernochová;Alena;;;;;;44;Úsvit;BEZPP
Hl. m. Praha;6;Èervenka David Mgr.;Èervenka;David;Mgr.;;;;;31;Úsvit;BEZPP
Jihomoravskı;32;Èervenı Jiøí;Èervenı;Jiøí;;;;;;52;Úsvit;BEZPP
Jihoèeskı;9;Èesal Pavel Ing.;Èesal;Pavel;Ing.;;;;;48;Úsvit;BEZPP
Zlínskı;17;Èesal Zdenìk MSc.;Èesal;Zdenìk;MSc.;;;;;47;Úsvit;BEZPP
Jihomoravskı;21;Danìk Igor;Danìk;Igor;;;;;;32;Úsvit;BEZPP
Královéhradeckı;7;Davies Haladová Kateøina Mgr.;Davies;Haladová Kateøina;Mgr.;;;;;40;Úsvit;BEZPP
Ústeckı;10;Denková Martina;Denková;Martina;;;;;;39;Úsvit;BEZPP
Olomouckı;16;Dohnal Jakub;Dohnal;Jakub;;;;;;42;Úsvit;BEZPP
Jihomoravskı;6;Dohnal Pavel Ing.;Dohnal;Pavel;Ing.;;;;;52;Úsvit;M
Olomouckı;20;Doleèek Michal;Doleèek;Michal;;;;;;23;Úsvit;BEZPP
Moravskoslezskı;22;Dostál Dušan;Dostál;Dušan;;;;;;48;Úsvit;OBÈ_2011
Hl. m. Praha;11;Dudjak Aleš Ing.;Dudjak;Aleš;Ing.;;;;;34;Úsvit;BEZPP
Ústeckı;21;Dundr Tomáš;Dundr;Tomáš;;;;;;37;Úsvit;BEZPP
Hl. m. Praha;18;Dusilová Ivana Ing.;Dusilová;Ivana;Ing.;;;;;48;Úsvit;BEZPP
Ústeckı;25;Dvorník Miroslav;Dvorník;Miroslav;;;;;;35;Úsvit;BEZPP
Pardubickı;6;Ehrenberger Josef;Ehrenberger;Josef;;;;;;69;Úsvit;BEZPP
Hl. m. Praha;35;Fabian Václav;Fabian;Václav;;;;;;37;Úsvit;BEZPP
Olomouckı;1;Fiala Radim Ing.;Fiala;Radim;Ing.;;;;;44;Úsvit;Úsvit
Moravskoslezskı;1;Fiedler Karel Ing.;Fiedler;Karel;Ing.;;;;;51;Úsvit;OBÈ_2011
Karlovarskı;9;Foltın Jan Bc.;Foltın;Jan;Bc.;;;;;46;Úsvit;BEZPP
Olomouckı;2;Foretník Pavel RNDr.;Foretník;Pavel;RNDr.;;;;;63;Úsvit;BEZPP
Pardubickı;14;Formánek Pavel;Formánek;Pavel;;;;;;30;Úsvit;BEZPP
Karlovarskı;3;Frisch Eduard;Frisch;Eduard;;;;;;50;Úsvit;BEZPP
Plzeòskı;12;Fryè Pavel;Fryè;Pavel;;;;;;22;Úsvit;BEZPP
Zlínskı;19;Gavenda Martin;Gavenda;Martin;;;;;;38;Úsvit;BEZPP
Moravskoslezskı;6;Gelnar Roman Ing.;Gelnar;Roman;Ing.;;;;;35;Úsvit;BEZPP
Hl. m. Praha;31;Glaser Bedøich;Glaser;Bedøich;;;;;;55;Úsvit;BEZPP
Støedoèeskı;13;Glaserová Svìtlana;Glaserová;Svìtlana;;;;;;57;Úsvit;BEZPP
Hl. m. Praha;7;Groszek Andrzej-Antoni;Groszek;Andrzej-Antoni;;;;;;57;Úsvit;BEZPP
Zlínskı;22;Grozickı Alexandr;Grozickı;Alexandr;;;;;;44;Úsvit;BEZPP
Zlínskı;20;Grygar Josef Ing.;Grygar;Josef;Ing.;;;;;31;Úsvit;BEZPP
Plzeòskı;10;Halámka Stanislav;Halámka;Stanislav;;;;;;59;Úsvit;BEZPP
Olomouckı;18;Haluza Jakub Mgr.;Haluza;Jakub;Mgr.;;;;;28;Úsvit;BEZPP
Jihomoravskı;16;Hanák Antonín Ing. MBA;Hanák;Antonín;Ing.;MBA;;;;35;Úsvit;BEZPP
Moravskoslezskı;33;Hanzlík Horst;Hanzlík;Horst;;;;;;38;Úsvit;BEZPP
Vysoèina;3;Havlíèek Vladimír Ing.;Havlíèek;Vladimír;Ing.;;;;;62;Úsvit;BEZPP
Moravskoslezskı;2;Havlová Olga;Havlová;Olga;;;;;;60;Úsvit;VV
Jihoèeskı;16;Heøman Michal Mgr.;Heøman;Michal;Mgr.;;;;;25;Úsvit;BEZPP
Ústeckı;13;Hingarová Eva Ing.;Hingarová;Eva;Ing.;;;;;52;Úsvit;ÈSSD
Libereckı;1;Hnyková Jana;Hnyková;Jana;;;;;;49;Úsvit;BEZPP
Zlínskı;1;Holík Jaroslav Ing.;Holík;Jaroslav;Ing.;;;;;60;Úsvit;BEZPP
Plzeòskı;8;Holotová Jiøina Bc.;Holotová;Jiøina;Bc.;;;;;51;Úsvit;BEZPP
Hl. m. Praha;32;Hora Jan;Hora;Jan;;;;;;29;Úsvit;BEZPP
Jihomoravskı;14;Horák Milan Mgr. Ing.;Horák;Milan;Mgr.;Ing.;;;;52;Úsvit;BEZPP
Královéhradeckı;5;Hošková Pavlína Bc.;Hošková;Pavlína;Bc.;;;;;38;Úsvit;BEZPP
Vysoèina;11;Houzar Jan;Houzar;Jan;;;;;;53;Úsvit;BEZPP
Pardubickı;2;Hrdina Jiøí;Hrdina;Jiøí;;;;;;61;Úsvit;BPS
Jihomoravskı;8;Hrnèíø Jan PhDr. Ing. Mgr. MBA;Hrnèíø;Jan;PhDr.;Ing.;Mgr.;MBA;;36;Úsvit;BEZPP
Olomouckı;9;Hrochová Ilona Mgr.;Hrochová;Ilona;Mgr.;;;;;47;Úsvit;BEZPP
Plzeòskı;9;Hruška Ludìk Bc.;Hruška;Ludìk;Bc.;;;;;39;Úsvit;BEZPP
Jihoèeskı;19;Hudatzká Kristina DiS.;Hudatzká;Kristina;DiS.;;;;;26;Úsvit;BEZPP
Moravskoslezskı;24;Hudeèková Míla;Hudeèková;Míla;;;;;;65;Úsvit;M
Støedoèeskı;29;Hulicius Miroslav;Hulicius;Miroslav;;;;;;37;Úsvit;BEZPP
Ústeckı;8;Hybner Petr Ing.;Hybner;Petr;Ing.;;;;;41;Úsvit;BEZPP
Moravskoslezskı;7;Hıl Jan Bc.;Hıl;Jan;Bc.;;;;;35;Úsvit;BEZPP
Støedoèeskı;33;Chmel Robert;Chmel;Robert;;;;;;39;Úsvit;BEZPP
Hl. m. Praha;25;Chudı Stanislav Ing.;Chudı;Stanislav;Ing.;;;;;74;Úsvit;BEZPP
Olomouckı;19;Chytil Jiøí;Chytil;Jiøí;;;;;;41;Úsvit;BEZPP
Jihomoravskı;3;Ingr Tomáš;Ingr;Tomáš;;;;;;34;Úsvit;M
Moravskoslezskı;13;Janèa Libor Ing.;Janèa;Libor;Ing.;;;;;68;Úsvit;BEZPP
Jihoèeskı;21;Janda Josef;Janda;Josef;;;;;;48;Úsvit;BEZPP
Jihoèeskı;15;Janda Kamil Ing.;Janda;Kamil;Ing.;;;;;26;Úsvit;BEZPP
Královéhradeckı;2;Jankù Vítìzslav Ing.;Jankù;Vítìzslav;Ing.;;;;;39;Úsvit;BEZPP
Jihomoravskı;31;Janulík Kvìtoslav;Janulík;Kvìtoslav;;;;;;30;Úsvit;BEZPP
Pardubickı;5;Jarskı Tomáš;Jarskı;Tomáš;;;;;;32;Úsvit;M
Støedoèeskı;19;Javùrková Eva;Javùrková;Eva;;;;;;49;Úsvit;BEZPP
Libereckı;8;Jebavı Milan;Jebavı;Milan;;;;;;37;Úsvit;BEZPP
Hl. m. Praha;34;Jeková Jitka;Jeková;Jitka;;;;;;33;Úsvit;BEZPP
Královéhradeckı;12;Jíška Jiøí;Jíška;Jiøí;;;;;;46;Úsvit;BEZPP
Ústeckı;11;Jordán Jan;Jordán;Jan;;;;;;67;Úsvit;BEZPP
Olomouckı;14;Jordová Ida;Jordová;Ida;;;;;;36;Úsvit;BEZPP
Zlínskı;15;Josinek Petr Ing.;Josinek;Petr;Ing.;;;;;54;Úsvit;BEZPP
Libereckı;9;Joštová Rùena;Joštová;Rùena;;;;;;59;Úsvit;BEZPP
Karlovarskı;7;Juríková Dagmar;Juríková;Dagmar;;;;;;50;Úsvit;BEZPP
Olomouckı;6;Juøík Vítìzslav;Juøík;Vítìzslav;;;;;;61;Úsvit;BEZPP
Zlínskı;14;Kadlèek František;Kadlèek;František;;;;;;48;Úsvit;BEZPP
Ústeckı;1;Kádner David;Kádner;David;;;;;;37;Úsvit;VV
Moravskoslezskı;4;Kaleta Ján;Kaleta;Ján;;;;;;54;Úsvit;BEZPP
Jihoèeskı;11;Kameník Jiøí Ing.;Kameník;Jiøí;Ing.;;;;;33;Úsvit;BEZPP
Moravskoslezskı;9;Káòa Pavel;Káòa;Pavel;;;;;;48;Úsvit;BEZPP
Moravskoslezskı;32;Kapusta Tomáš;Kapusta;Tomáš;;;;;;29;Úsvit;BEZPP
Støedoèeskı;9;Karlíèková Martina;Karlíèková;Martina;;;;;;36;Úsvit;BEZPP
Pardubickı;8;Kašpøíková Veronika;Kašpøíková;Veronika;;;;;;27;Úsvit;M
Olomouckı;5;Kauer Radomír;Kauer;Radomír;;;;;;52;Úsvit;BEZPP
Plzeòskı;11;Kellner Jiøí;Kellner;Jiøí;;;;;;36;Úsvit;BEZPP
Pardubickı;9;Kern Michal;Kern;Michal;;;;;;32;Úsvit;BEZPP
Ústeckı;4;Kindermannová Marie PaedDr.;Kindermannová;Marie;PaedDr.;;;;;65;Úsvit;NO!
Hl. m. Praha;29;Klaus Václav;Klaus;Václav;;;;;;57;Úsvit;BEZPP
Zlínskı;10;Klíger Jiøí;Klíger;Jiøí;;;;;;32;Úsvit;BEZPP
Královéhradeckı;4;Kobrle Josef;Kobrle;Josef;;;;;;44;Úsvit;BEZPP
Støedoèeskı;8;Kobza Jiøí;Kobza;Jiøí;;;;;;57;Úsvit;BEZPP
Olomouckı;10;Kocourek Roman;Kocourek;Roman;;;;;;44;Úsvit;BEZPP
Ústeckı;6;Komárek Karel DiS.;Komárek;Karel;DiS.;;;;;35;Úsvit;BEZPP
Moravskoslezskı;29;Koneènı Vladimír;Koneènı;Vladimír;;;;;;65;Úsvit;BEZPP
Jihoèeskı;2;Kopál Daniel;Kopál;Daniel;;;;;;42;Úsvit;BEZPP
Ústeckı;15;Kostelník Štìpán Ing.;Kostelník;Štìpán;Ing.;;;;;44;Úsvit;BEZPP
Hl. m. Praha;23;Koutnı Daniel;Koutnı;Daniel;;;;;;31;Úsvit;BEZPP
Olomouckı;3;Koutnı Roman;Koutnı;Roman;;;;;;48;Úsvit;BEZPP
Zlínskı;13;Kozojed Pavel;Kozojed;Pavel;;;;;;41;Úsvit;BEZPP
Hl. m. Praha;14;Krèek Milan Ing.;Krèek;Milan;Ing.;;;;;50;Úsvit;BEZPP
Vysoèina;13;Krejèí Miluše;Krejèí;Miluše;;;;;;58;Úsvit;BEZPP
Ústeckı;9;Kronych Josef;Kronych;Josef;;;;;;41;Úsvit;NO!
Jihomoravskı;20;Kronych Maxmilián;Kronych;Maxmilián;;;;;;64;Úsvit;BEZPP
Ústeckı;12;Kroupa Petr;Kroupa;Petr;;;;;;47;Úsvit;BEZPP
Hl. m. Praha;4;Krùta Jan;Krùta;Jan;;;;;;67;Úsvit;BEZPP
Moravskoslezskı;18;Køenek Roman Ing.;Køenek;Roman;Ing.;;;;;61;Úsvit;BEZPP
Moravskoslezskı;31;Køikava Antonín;Køikava;Antonín;;;;;;59;Úsvit;BEZPP
Ústeckı;5;Kubaczková Vlasta;Kubaczková;Vlasta;;;;;;50;Úsvit;BEZPP
Jihomoravskı;4;Kubík Radek Mgr. et Mgr.;Kubík;Radek;Mgr.;Mgr.;;;;51;Úsvit;BEZPP
Moravskoslezskı;30;Kuchník Zdenìk;Kuchník;Zdenìk;;;;;;61;Úsvit;BEZPP
Zlínskı;21;Kukaèka Miroslav Ing.;Kukaèka;Miroslav;Ing.;;;;;48;Úsvit;BEZPP
Moravskoslezskı;15;Kukula Otto;Kukula;Otto;;;;;;57;Úsvit;BEZPP
Pardubickı;16;Kulhavı Jiøí Ing.;Kulhavı;Jiøí;Ing.;;;;;61;Úsvit;BEZPP
Plzeòskı;2;Kupka Václav;Kupka;Václav;;;;;;61;Úsvit;BEZPP
Libereckı;6;Kušnierik Štefan Ing.;Kušnierik;Štefan;Ing.;;;;;64;Úsvit;BEZPP
Královéhradeckı;10;Kváèová Martina;Kváèová;Martina;;;;;;35;Úsvit;BEZPP
Královéhradeckı;6;Kvereková Monika;Kvereková;Monika;;;;;;46;Úsvit;BEZPP
Jihomoravskı;26;Kynìra Lubomír;Kynìra;Lubomír;;;;;;30;Úsvit;BEZPP
Vysoèina;1;Lank Martin;Lank;Martin;;;;;;37;Úsvit;BEZPP
Karlovarskı;10;Lengöová Renáta;Lengöová;Renáta;;;;;;38;Úsvit;BEZPP
Hl. m. Praha;8;Liška Milan;Liška;Milan;;;;;;57;Úsvit;BEZPP
Karlovarskı;12;Ludvík Ladislav;Ludvík;Ladislav;;;;;;45;Úsvit;BEZPP
Hl. m. Praha;15;Ludvík Tomáš;Ludvík;Tomáš;;;;;;32;Úsvit;BEZPP
Olomouckı;17;Malá Dagmar Bc.;Malá;Dagmar;Bc.;;;;;46;Úsvit;BEZPP
Královéhradeckı;3;Maleèková Jana Ing.;Maleèková;Jana;Ing.;;;;;35;Úsvit;BEZPP
Støedoèeskı;28;Mandlík Pavel;Mandlík;Pavel;;;;;;41;Úsvit;BEZPP
Støedoèeskı;15;Mandlíková Jana;Mandlíková;Jana;;;;;;40;Úsvit;BEZPP
Jihomoravskı;19;Marek Michael;Marek;Michael;;;;;;40;Úsvit;BEZPP
Plzeòskı;7;Marek Petr;Marek;Petr;;;;;;39;Úsvit;BEZPP
Hl. m. Praha;10;Maøík Jakub;Maøík;Jakub;;;;;;30;Úsvit;BEZPP
Vysoèina;4;Maša Lukáš;Maša;Lukáš;;;;;;26;Úsvit;BEZPP
Královéhradeckı;17;Mašek Vladislav;Mašek;Vladislav;;;;;;38;Úsvit;BEZPP
Vysoèina;16;Matula Josef;Matula;Josef;;;;;;67;Úsvit;BEZPP
Moravskoslezskı;10;Matuszek Jiøí Ing.;Matuszek;Jiøí;Ing.;;;;;64;Úsvit;BEZPP
Zlínskı;7;Mazáè Jiøí;Mazáè;Jiøí;;;;;;53;Úsvit;BEZPP
Zlínskı;8;Michal Jaromír Ing.;Michal;Jaromír;Ing.;;;;;70;Úsvit;BEZPP
Støedoèeskı;10;Miková Petra Ing.;Miková;Petra;Ing.;;;;;31;Úsvit;BEZPP
Hl. m. Praha;33;Mlèoch Jan;Mlèoch;Jan;;;;;;35;Úsvit;BEZPP
Støedoèeskı;27;Moravec Miloslav;Moravec;Miloslav;;;;;;46;Úsvit;BEZPP
Pardubickı;19;Mouèka Josef;Mouèka;Josef;;;;;;49;Úsvit;BEZPP
Pardubickı;18;Mouèka Miroslav;Mouèka;Miroslav;;;;;;49;Úsvit;BEZPP
Pardubickı;15;Mouèková Marie;Mouèková;Marie;;;;;;88;Úsvit;BEZPP
Plzeòskı;19;Mráz Daniel;Mráz;Daniel;;;;;;27;Úsvit;BEZPP
Moravskoslezskı;19;Mrázek Rostislav Ing.;Mrázek;Rostislav;Ing.;;;;;29;Úsvit;BEZPP
Jihomoravskı;9;Mráziková Lucie;Mráziková;Lucie;;;;;;26;Úsvit;BEZPP
Královéhradeckı;9;Mrštík Vlastimil Ing.;Mrštík;Vlastimil;Ing.;;;;;47;Úsvit;BEZPP
Jihomoravskı;29;Mucha Jiøí;Mucha;Jiøí;;;;;;50;Úsvit;BEZPP
Ústeckı;16;Müller Karel Ing.;Müller;Karel;Ing.;;;;;55;Úsvit;BEZPP
Jihomoravskı;28;Musil Vít;Musil;Vít;;;;;;34;Úsvit;BEZPP
Vysoèina;2;Nekováø Jiøí Mgr.;Nekováø;Jiøí;Mgr.;;;;;53;Úsvit;BEZPP
Vysoèina;14;Nikodım Milan;Nikodım;Milan;;;;;;56;Úsvit;BEZPP
Vysoèina;6;Nosková Daniela;Nosková;Daniela;;;;;;30;Úsvit;BEZPP
Jihomoravskı;2;Novák Jaroslav;Novák;Jaroslav;;;;;;45;Úsvit;Úsvit
Støedoèeskı;34;Novák Josef;Novák;Josef;;;;;;49;Úsvit;BEZPP
Jihoèeskı;7;Novák Radek Ing.;Novák;Radek;Ing.;;;;;36;Úsvit;BEZPP
Hl. m. Praha;27;Novák Tomáš;Novák;Tomáš;;;;;;43;Úsvit;BEZPP
Plzeòskı;13;Novotnı Petr;Novotnı;Petr;;;;;;34;Úsvit;BEZPP
Libereckı;5;Noièka Stanislav Mgr.;Noièka;Stanislav;Mgr.;;;;;52;Úsvit;BEZPP
Moravskoslezskı;21;Nytra Jan;Nytra;Jan;;;;;;53;Úsvit;BEZPP
Královéhradeckı;15;Odl Michal;Odl;Michal;;;;;;32;Úsvit;BEZPP
Støedoèeskı;1;Okamura Tomio;Okamura;Tomio;;;;;;41;Úsvit;Úsvit
Plzeòskı;3;Páníková Hana;Páníková;Hana;;;;;;52;Úsvit;BEZPP
Karlovarskı;11;Paprštein Tomáš;Paprštein;Tomáš;;;;;;21;Úsvit;BEZPP
Moravskoslezskı;27;Parızková Ariana;Parızková;Ariana;;;;;;55;Úsvit;OBÈ_2011
Støedoèeskı;30;Paøízková Alena;Paøízková;Alena;;;;;;70;Úsvit;BEZPP
Moravskoslezskı;14;Pavel Libor Mgr.;Pavel;Libor;Mgr.;;;;;55;Úsvit;BEZPP
Královéhradeckı;11;Pazderník Radek;Pazderník;Radek;;;;;;41;Úsvit;BEZPP
Olomouckı;15;Petøíková Jana;Petøíková;Jana;;;;;;36;Úsvit;BEZPP
Hl. m. Praha;16;Petøina Martin Ing.;Petøina;Martin;Ing.;;;;;34;Úsvit;BEZPP
Støedoèeskı;14;Pikeš Petr MVDr.;Pikeš;Petr;MVDr.;;;;;51;Úsvit;BEZPP
Plzeòskı;15;Pivoòka Pavel;Pivoòka;Pavel;;;;;;49;Úsvit;BEZPP
Plzeòskı;17;Plaèek Zdenìk;Plaèek;Zdenìk;;;;;;34;Úsvit;BEZPP
Jihoèeskı;6;Plojhar Slavomír;Plojhar;Slavomír;;;;;;42;Úsvit;BEZPP
Pardubickı;10;Pokornı Jaroslav Ing.;Pokornı;Jaroslav;Ing.;;;;;66;Úsvit;BEZPP
Ústeckı;26;Pospíšil Jan;Pospíšil;Jan;;;;;;63;Úsvit;BEZPP
Ústeckı;7;Pospíšil Tomáš;Pospíšil;Tomáš;;;;;;32;Úsvit;BEZPP
Libereckı;14;Pospíšilová Nela;Pospíšilová;Nela;;;;;;28;Úsvit;BEZPP
Støedoèeskı;18;Potùèek Michal MUDr.;Potùèek;Michal;MUDr.;;;;;52;Úsvit;BEZPP
Ústeckı;22;Prášil Slavomír Ing.;Prášil;Slavomír;Ing.;;;;;53;Úsvit;BEZPP
Jihoèeskı;1;Praák Karel;Praák;Karel;;;;;;68;Úsvit;VV
Støedoèeskı;7;Press Milan RNDr.;Press;Milan;RNDr.;;;;;56;Úsvit;BEZPP
Ústeckı;24;Procházka František;Procházka;František;;;;;;66;Úsvit;BEZPP
Jihomoravskı;15;Prokeš Leoš;Prokeš;Leoš;;;;;;30;Úsvit;BEZPP
Vysoèina;19;Prokeš Petr Ing.;Prokeš;Petr;Ing.;;;;;37;Úsvit;BEZPP
Zlínskı;11;Prokopová Miriam;Prokopová;Miriam;;;;;;50;Úsvit;BEZPP
Karlovarskı;2;Prudík Jan;Prudík;Jan;;;;;;66;Úsvit;BEZPP
Plzeòskı;18;Pruner Vladimír;Pruner;Vladimír;;;;;;68;Úsvit;BEZPP
Olomouckı;8;Prutyszyn Michal;Prutyszyn;Michal;;;;;;24;Úsvit;BEZPP
Ústeckı;19;Pøevrátil Michal;Pøevrátil;Michal;;;;;;41;Úsvit;BEZPP
Jihomoravskı;34;Pøikrylová Miroslava Bc. DiS.;Pøikrylová;Miroslava;Bc.;DiS.;;;;29;Úsvit;BEZPP
Olomouckı;13;Pšeja Oldøich;Pšeja;Oldøich;;;;;;56;Úsvit;BEZPP
Zlínskı;18;Pšenica Pavel;Pšenica;Pavel;;;;;;51;Úsvit;BEZPP
Libereckı;16;Pšenièková Kateøina;Pšenièková;Kateøina;;;;;;45;Úsvit;BEZPP
Jihoèeskı;5;Puchnar Petr;Puchnar;Petr;;;;;;27;Úsvit;M
Olomouckı;7;Raková Ilona Ing.;Raková;Ilona;Ing.;;;;;44;Úsvit;BEZPP
Libereckı;12;Ramešová Viera;Ramešová;Viera;;;;;;59;Úsvit;BEZPP
Karlovarskı;4;Riedlová Puškašová Soòa;Riedlová;Puškašová Soòa;;;;;;40;Úsvit;BEZPP
Karlovarskı;1;Ries Pavel Pøemysl;Ries;Pavel Pøemysl;;;;;;61;Úsvit;BEZPP
Jihoèeskı;3;Rozner Miloslav;Rozner;Miloslav;;;;;;36;Úsvit;BEZPP
Støedoèeskı;24;Rozvoral Radek;Rozvoral;Radek;;;;;;46;Úsvit;BEZPP
Moravskoslezskı;8;Ruta Barbora Ing.;Ruta;Barbora;Ing.;;;;;39;Úsvit;OBÈ_2011
Hl. m. Praha;12;Rùek Jaroslav Ing. CSc.;Rùek;Jaroslav;Ing.;CSc.;;;;60;Úsvit;BEZPP
Vysoèina;20;Rùièka Antonín;Rùièka;Antonín;;;;;;52;Úsvit;BEZPP
Jihoèeskı;10;Rùièka Jiøí Ing.;Rùièka;Jiøí;Ing.;;;;;41;Úsvit;BEZPP
Vysoèina;17;Rùièka Tomáš;Rùièka;Tomáš;;;;;;28;Úsvit;BEZPP
Støedoèeskı;32;Øezáè Jiøí;Øezáè;Jiøí;;;;;;59;Úsvit;BEZPP
Královéhradeckı;16;Øezníèková Silvie;Øezníèková;Silvie;;;;;;30;Úsvit;BEZPP
Karlovarskı;5;Sadílek Michal;Sadílek;Michal;;;;;;41;Úsvit;BEZPP
Libereckı;2;Sagan Lukáš;Sagan;Lukáš;;;;;;29;Úsvit;BEZPP
Plzeòskı;14;Sazama Jan Ing. et Ing.;Sazama;Jan;Ing.;Ing.;;;;63;Úsvit;BEZPP
Libereckı;11;Seibert Eduard;Seibert;Eduard;;;;;;65;Úsvit;BEZPP
Moravskoslezskı;23;Schikora Radomír;Schikora;Radomír;;;;;;40;Úsvit;BEZPP
Plzeòskı;5;Schlägel Jiøí;Schlägel;Jiøí;;;;;;40;Úsvit;BEZPP
Olomouckı;23;Schubert Jaroslav Ing.;Schubert;Jaroslav;Ing.;;;;;48;Úsvit;BEZPP
Jihoèeskı;14;Sikora Josef;Sikora;Josef;;;;;;48;Úsvit;BEZPP
Královéhradeckı;8;Skákal Martin;Skákal;Martin;;;;;;39;Úsvit;BEZPP
Zlínskı;9;Skopal Zdenìk;Skopal;Zdenìk;;;;;;53;Úsvit;BEZPP
Hl. m. Praha;21;Sláma Michal;Sláma;Michal;;;;;;31;Úsvit;BEZPP
Pardubickı;7;Slatinková Dana;Slatinková;Dana;;;;;;52;Úsvit;BEZPP
Moravskoslezskı;20;Smetana Vladimír Ing.;Smetana;Vladimír;Ing.;;;;;59;Úsvit;KSÈM
Hl. m. Praha;36;Snopek František;Snopek;František;;;;;;38;Úsvit;BEZPP
